"session_id","session_start","duration","level","name","player","completion_status","identify_scope","incident_mechanics","external_comms","internal_comms","commanding_the_incident"
5115,2025-07-23 00:00:00.000,00:17:12,14,Missing Delivery,player3,COMPLETED,0.88888888888888888889,1.5000000000000000,1.00000000000000000000,0.73333333333333333333,0.63636363636363636364
5142,2025-07-24 00:00:00.000,00:06:21,7,Rumours,player9,COMPLETED,0.55555555555555555556,1.00000000000000000000,0.16666666666666666667,0.20000000000000000000,0.27272727272727272727
5191,2025-07-29 00:00:00.000,00:19:41,5,Bezs Beatles Day!,player2,COMPLETED,0.55555555555555555556,1.5000000000000000,1.00000000000000000000,0.80000000000000000000,0.63636363636363636364
5222,2025-07-31 00:00:00.000,00:11:54,29,Too Good To Be True V2,player4,COMPLETED,0.44444444444444444444,0.50000000000000000000,1.1666666666666667,0.40000000000000000000,0.09090909090909090909
5240,2025-08-01 00:00:00.000,00:19:38,14,Missing Delivery,player9,COMPLETED,0.66666666666666666667,1.00000000000000000000,0.83333333333333333333,0.66666666666666666667,0.45454545454545454545
5243,2025-08-01 00:00:00.000,00:20:01,4,Roblox,player7,OUT_OF_TIME,0.44444444444444444444,0.50000000000000000000,0.66666666666666666667,0.40000000000000000000,0.45454545454545454545
5259,2025-08-04 00:00:00.000,00:06:40,27,First day blues,player15,COMPLETED,0.11111111111111111111,0.00000000000000000000,0.16666666666666666667,0.26666666666666666667,0.09090909090909090909
5268,2025-08-05 00:00:00.000,00:19:53,16,Radio Silence,player9,COMPLETED,0.55555555555555555556,1.00000000000000000000,0.66666666666666666667,0.53333333333333333333,0.18181818181818181818
5270,2025-08-05 00:00:00.000,00:15:00,29,Too Good To Be True V2,player15,COMPLETED,0.44444444444444444444,1.5000000000000000,1.00000000000000000000,0.33333333333333333333,0.18181818181818181818
5271,2025-08-05 00:00:00.000,00:15:57,29,Too Good To Be True V2,player5,COMPLETED,0.66666666666666666667,1.00000000000000000000,0.50000000000000000000,0.53333333333333333333,0.36363636363636363636
5272,2025-08-05 00:00:00.000,00:18:59,5,Bezs Beatles Day!,player8,COMPLETED,0.66666666666666666667,1.5000000000000000,0.83333333333333333333,0.53333333333333333333,0.18181818181818181818
5282,2025-08-06 00:00:00.000,00:13:13,7,Rumours,player11,COMPLETED,1.00000000000000000000,1.5000000000000000,0.66666666666666666667,0.46666666666666666667,0.36363636363636363636
5287,2025-08-06 00:00:00.000,00:18:04,29,Too Good To Be True V2,player14,COMPLETED,0.44444444444444444444,0.50000000000000000000,0.50000000000000000000,0.26666666666666666667,0.09090909090909090909
5292,2025-08-07 00:00:00.000,00:19:33,5,Bezs Beatles Day!,player4,COMPLETED,0.55555555555555555556,1.00000000000000000000,0.66666666666666666667,0.33333333333333333333,0.09090909090909090909
5299,2025-08-07 00:00:00.000,00:18:37,8,The Chain,player6,COMPLETED,0.55555555555555555556,1.00000000000000000000,0.83333333333333333333,0.46666666666666666667,0.45454545454545454545
5334,2025-08-12 00:00:00.000,00:20:01,5,Bezs Beatles Day!,player14,OUT_OF_TIME,0.66666666666666666667,1.5000000000000000,0.50000000000000000000,0.53333333333333333333,0.45454545454545454545
5338,2025-08-12 00:00:00.000,00:17:43,14,Missing Delivery,player11,COMPLETED,0.44444444444444444444,1.00000000000000000000,0.83333333333333333333,0.53333333333333333333,0.27272727272727272727
5345,2025-08-12 00:00:00.000,00:19:40,4,Roblox,player9,COMPLETED,0.66666666666666666667,1.00000000000000000000,0.83333333333333333333,0.46666666666666666667,0.18181818181818181818
5346,2025-08-12 00:00:00.000,00:20:01,5,Bezs Beatles Day!,player15,OUT_OF_TIME,0.66666666666666666667,1.5000000000000000,0.66666666666666666667,0.60000000000000000000,0.36363636363636363636
5349,2025-08-12 00:00:00.000,00:16:01,6,The Big Investor,player8,COMPLETED,1.1111111111111111,1.00000000000000000000,0.66666666666666666667,0.53333333333333333333,0.63636363636363636364
5362,2025-08-13 00:00:00.000,00:19:49,5,Bezs Beatles Day!,player5,COMPLETED,0.55555555555555555556,1.00000000000000000000,0.83333333333333333333,0.46666666666666666667,0.18181818181818181818
5376,2025-08-14 00:00:00.000,00:15:31,6,The Big Investor,player4,COMPLETED,0.55555555555555555556,0.50000000000000000000,0.50000000000000000000,0.53333333333333333333,0.18181818181818181818
5386,2025-08-14 00:00:00.000,00:20:04,7,Rumours,player2,COMPLETED,0.55555555555555555556,1.00000000000000000000,0.33333333333333333333,0.40000000000000000000,0.27272727272727272727
5403,2025-08-15 00:00:00.000,00:19:18,8,The Chain,player7,COMPLETED,0.55555555555555555556,1.00000000000000000000,1.00000000000000000000,0.46666666666666666667,0.27272727272727272727
5439,2025-08-19 00:00:00.000,00:19:03,7,Rumours,player8,COMPLETED,0.88888888888888888889,1.00000000000000000000,0.66666666666666666667,0.40000000000000000000,0.27272727272727272727
5459,2025-08-20 00:00:00.000,00:20:01,6,The Big Investor,player5,OUT_OF_TIME,0.55555555555555555556,1.00000000000000000000,0.50000000000000000000,0.53333333333333333333,0.45454545454545454545
5478,2025-08-21 00:00:00.000,00:11:09,7,Rumours,player4,COMPLETED,0.33333333333333333333,0.50000000000000000000,0.66666666666666666667,0.20000000000000000000,0.18181818181818181818
5493,2025-08-21 00:00:00.000,00:20:02,14,Missing Delivery,player2,OUT_OF_TIME,0.88888888888888888889,1.00000000000000000000,0.33333333333333333333,0.26666666666666666667,0.36363636363636363636
5519,2025-08-26 00:00:00.000,00:19:59,6,The Big Investor,player15,COMPLETED,0.88888888888888888889,1.00000000000000000000,0.50000000000000000000,0.60000000000000000000,0.27272727272727272727
5538,2025-08-28 00:00:00.000,00:16:41,14,Missing Delivery,player4,COMPLETED,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000,0.40000000000000000000,0.36363636363636363636
5549,2025-08-28 00:00:00.000,00:20:02,16,Radio Silence,player2,OUT_OF_TIME,0.66666666666666666667,1.00000000000000000000,0.83333333333333333333,0.40000000000000000000,0.27272727272727272727
5552,2025-08-28 00:00:00.000,00:13:15,7,Rumours,player5,COMPLETED,0.77777777777777777778,1.00000000000000000000,0.33333333333333333333,0.26666666666666666667,0.27272727272727272727
5568,2025-08-29 00:00:00.000,00:09:06,29,Too Good To Be True V2,player13,COMPLETED,0.88888888888888888889,1.5000000000000000,0.83333333333333333333,0.53333333333333333333,0.45454545454545454545
5620,2025-09-03 00:00:00.000,00:18:31,7,Rumours,player15,COMPLETED,0.44444444444444444444,1.00000000000000000000,0.33333333333333333333,0.26666666666666666667,0.18181818181818181818
5621,2025-09-03 00:00:00.000,00:19:33,14,Missing Delivery,player5,COMPLETED,0.44444444444444444444,1.00000000000000000000,0.66666666666666666667,0.46666666666666666667,0.18181818181818181818
5625,2025-09-03 00:00:00.000,00:18:19,29,Too Good To Be True V2,player12,COMPLETED,0.44444444444444444444,1.5000000000000000,0.83333333333333333333,0.33333333333333333333,0.18181818181818181818
5668,2025-09-05 00:00:00.000,00:17:37,31,Bezs Beatles Day! V2,player13,COMPLETED,0.77777777777777777778,1.00000000000000000000,0.66666666666666666667,0.80000000000000000000,0.54545454545454545455
5695,2025-09-09 00:00:00.000,00:19:21,16,Radio Silence,player8,COMPLETED,0.77777777777777777778,1.5000000000000000,0.66666666666666666667,0.46666666666666666667,0.36363636363636363636
5706,2025-09-10 00:00:00.000,00:20:02,16,Radio Silence,player5,OUT_OF_TIME,0.66666666666666666667,1.00000000000000000000,0.50000000000000000000,0.46666666666666666667,0.18181818181818181818
5707,2025-09-10 00:00:00.000,00:13:45,31,Bezs Beatles Day! V2,player12,COMPLETED,0.55555555555555555556,1.00000000000000000000,0.66666666666666666667,0.26666666666666666667,0.00000000000000000000
5715,2025-09-11 00:00:00.000,00:19:05,16,Radio Silence,player4,COMPLETED,0.55555555555555555556,1.00000000000000000000,0.66666666666666666667,0.60000000000000000000,0.27272727272727272727
5722,2025-09-11 00:00:00.000,00:16:01,14,Missing Delivery,player6,COMPLETED,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000,0.66666666666666666667,0.72727272727272727273
5760,2025-09-12 00:00:00.000,00:08:14,27,First day blues,player13,COMPLETED,0.44444444444444444444,0.50000000000000000000,0.50000000000000000000,0.40000000000000000000,0.09090909090909090909
5761,2025-09-12 00:00:00.000,00:16:05,6,The Big Investor,player13,COMPLETED,0.55555555555555555556,1.00000000000000000000,0.66666666666666666667,0.46666666666666666667,0.36363636363636363636
5763,2025-09-12 00:00:00.000,00:22:35,18,The Switch,player7,COMPLETED,0.77777777777777777778,1.5000000000000000,1.00000000000000000000,0.66666666666666666667,0.45454545454545454545
5777,2025-09-15 00:00:00.000,00:18:54,14,Missing Delivery,player15,COMPLETED,0.66666666666666666667,1.00000000000000000000,0.83333333333333333333,0.60000000000000000000,0.45454545454545454545
5897,2025-09-23 00:00:00.000,00:18:54,8,The Chain,player9,COMPLETED,0.88888888888888888889,1.00000000000000000000,0.83333333333333333333,0.60000000000000000000,0.45454545454545454545
5900,2025-09-23 00:00:00.000,00:19:41,16,Radio Silence,player15,COMPLETED,0.44444444444444444444,1.00000000000000000000,0.50000000000000000000,0.40000000000000000000,0.18181818181818181818
5970,2025-09-26 00:00:00.000,00:30:02,28,Memory Lane,player13,OUT_OF_TIME,0.66666666666666666667,1.00000000000000000000,0.66666666666666666667,0.46666666666666666667,0.36363636363636363636
5992,2025-09-29 00:00:00.000,00:30:06,30,DEFCON 1,player4,COMPLETED,0.77777777777777777778,1.00000000000000000000,1.00000000000000000000,0.46666666666666666667,0.45454545454545454545
6007,2025-09-30 00:00:00.000,00:36:55,30,DEFCON 1,player15,COMPLETED,0.66666666666666666667,1.00000000000000000000,0.66666666666666666667,0.46666666666666666667,0.54545454545454545455
6036,2025-10-01 00:00:00.000,00:13:11,7,Rumours,player12,COMPLETED,0.55555555555555555556,1.00000000000000000000,0.66666666666666666667,0.26666666666666666667,0.09090909090909090909
6041,2025-10-01 00:00:00.000,00:17:08,4,Roblox,player8,COMPLETED,0.88888888888888888889,1.5000000000000000,1.00000000000000000000,0.66666666666666666667,0.54545454545454545455
6081,2025-10-03 00:00:00.000,00:30:56,30,DEFCON 1,player5,COMPLETED,0.44444444444444444444,1.00000000000000000000,0.83333333333333333333,0.53333333333333333333,0.36363636363636363636
6110,2025-10-06 00:00:00.000,00:33:49,30,DEFCON 1,player1,COMPLETED,0.33333333333333333333,1.00000000000000000000,0.50000000000000000000,0.13333333333333333333,0.18181818181818181818
6173,2025-10-07 00:00:00.000,00:30:22,30,DEFCON 1,player9,COMPLETED,0.88888888888888888889,1.00000000000000000000,0.83333333333333333333,0.86666666666666666667,0.72727272727272727273
6234,2025-10-08 00:00:00.000,00:20:10,32,The Big Investor V2,player12,COMPLETED,0.33333333333333333333,1.00000000000000000000,0.83333333333333333333,0.60000000000000000000,0.36363636363636363636
6254,2025-10-09 00:00:00.000,00:27:45,30,DEFCON 1,player6,COMPLETED,0.55555555555555555556,1.00000000000000000000,0.50000000000000000000,0.53333333333333333333,0.45454545454545454545
6315,2025-10-15 00:00:00.000,00:22:12,14,Missing Delivery,player12,COMPLETED,0.44444444444444444444,1.00000000000000000000,0.83333333333333333333,0.26666666666666666667,0.09090909090909090909
6318,2025-10-15 00:00:00.000,00:28:19,30,DEFCON 1,player8,COMPLETED,0.44444444444444444444,1.00000000000000000000,0.66666666666666666667,0.40000000000000000000,0.36363636363636363636
6341,2025-10-17 00:00:00.000,00:33:04,30,DEFCON 1,player13,COMPLETED,0.77777777777777777778,1.00000000000000000000,0.83333333333333333333,0.86666666666666666667,0.72727272727272727273
6357,2025-10-17 00:00:00.000,00:26:54,30,DEFCON 1,player2,COMPLETED,0.77777777777777777778,1.00000000000000000000,1.00000000000000000000,0.86666666666666666667,0.72727272727272727273
6501,2025-10-29 00:00:00.000,00:14:45,4,Roblox,player4,COMPLETED,0.66666666666666666667,1.00000000000000000000,0.66666666666666666667,0.40000000000000000000,0.00000000000000000000
6507,2025-10-30 00:00:00.000,00:19:44,4,Roblox,player15,COMPLETED,0.44444444444444444444,0.50000000000000000000,0.50000000000000000000,0.33333333333333333333,0.09090909090909090909
6520,2025-10-31 00:00:00.000,00:30:53,30,DEFCON 1,player7,COMPLETED,0.33333333333333333333,0.50000000000000000000,0.50000000000000000000,0.46666666666666666667,0.27272727272727272727
6591,2025-11-04 00:00:00.000,00:23:42,18,The Switch,player9,COMPLETED,0.55555555555555555556,1.00000000000000000000,0.66666666666666666667,0.33333333333333333333,0.18181818181818181818
6603,2025-11-05 00:00:00.000,00:18:27,16,Radio Silence,player11,COMPLETED,0.66666666666666666667,1.00000000000000000000,1.3333333333333333,0.73333333333333333333,0.54545454545454545455
6618,2025-11-05 00:00:00.000,00:20:01,16,Radio Silence,player12,OUT_OF_TIME,1.00000000000000000000,1.5000000000000000,0.83333333333333333333,0.80000000000000000000,0.63636363636363636364
6715,2025-11-10 00:00:00.000,00:20:26,18,The Switch,player4,COMPLETED,0.77777777777777777778,1.00000000000000000000,0.83333333333333333333,0.86666666666666666667,0.72727272727272727273
6730,2025-11-11 00:00:00.000,00:25:09,18,The Switch,player15,COMPLETED,0.88888888888888888889,1.00000000000000000000,0.83333333333333333333,0.80000000000000000000,0.72727272727272727273
6748,2025-11-12 00:00:00.000,00:15:28,29,Too Good To Be True V2,player10,COMPLETED,0.66666666666666666667,1.5000000000000000,0.83333333333333333333,0.60000000000000000000,0.36363636363636363636
6781,2025-11-14 00:00:00.000,00:25:01,8,The Chain,player1,OUT_OF_TIME,0.55555555555555555556,0.50000000000000000000,0.33333333333333333333,0.33333333333333333333,0.18181818181818181818
6846,2025-11-20 00:00:00.000,00:15:42,16,Radio Silence,player6,COMPLETED,1.00000000000000000000,1.00000000000000000000,0.83333333333333333333,0.86666666666666666667,0.63636363636363636364
6870,2025-11-24 00:00:00.000,00:23:57,18,The Switch,player1,COMPLETED,0.88888888888888888889,0.50000000000000000000,0.50000000000000000000,0.66666666666666666667,0.72727272727272727273
6917,2025-11-26 00:00:00.000,00:18:55,4,Roblox,player12,COMPLETED,0.44444444444444444444,0.50000000000000000000,0.50000000000000000000,0.40000000000000000000,0.18181818181818181818
6965,2025-11-28 00:00:00.000,00:18:43,17,Version confusion,player7,COMPLETED,0.88888888888888888889,1.00000000000000000000,0.66666666666666666667,0.26666666666666666667,0.09090909090909090909
7160,2025-12-16 00:00:00.000,00:20:02,5,Bezs Beatles Day!,player10,OUT_OF_TIME,0.44444444444444444444,0.50000000000000000000,0.33333333333333333333,0.33333333333333333333,0.18181818181818181818
7276,2026-01-06 00:00:00.000,00:38:54,30,DEFCON 1,player16,COMPLETED,0.55555555555555555556,1.00000000000000000000,0.66666666666666666667,0.53333333333333333333,0.54545454545454545455
7326,2026-01-08 00:00:00.000,00:26:42,28,Memory Lane,player1,COMPLETED,0.88888888888888888889,1.00000000000000000000,0.83333333333333333333,0.73333333333333333333,0.63636363636363636364
7391,2026-01-13 00:00:00.000,00:20:01,32,The Big Investor V2,player10,OUT_OF_TIME,0.55555555555555555556,1.00000000000000000000,0.50000000000000000000,0.53333333333333333333,0.36363636363636363636
7392,2026-01-13 00:00:00.000,00:14:13,17,Version confusion,player9,COMPLETED,0.44444444444444444444,1.00000000000000000000,0.33333333333333333333,0.33333333333333333333,0.27272727272727272727
7416,2026-01-14 00:00:00.000,00:21:58,8,The Chain,player8,COMPLETED,0.55555555555555555556,0.50000000000000000000,0.66666666666666666667,0.53333333333333333333,0.36363636363636363636
7428,2026-01-15 00:00:00.000,00:19:11,18,The Switch,player6,COMPLETED,0.66666666666666666667,0.50000000000000000000,0.66666666666666666667,0.46666666666666666667,0.45454545454545454545
7464,2026-01-20 00:00:00.000,00:25:01,8,The Chain,player15,OUT_OF_TIME,0.66666666666666666667,0.50000000000000000000,0.83333333333333333333,0.86666666666666666667,0.63636363636363636364
7567,2026-01-29 00:00:00.000,00:20:04,26,Discount Disaster,player8,COMPLETED,0.33333333333333333333,0.50000000000000000000,0.50000000000000000000,0.26666666666666666667,0.27272727272727272727
